id,shares,source,sedol,name,as_of_date,currency,country,adr,adr_price,adr_turnover,turnover_usd,exchange,ratio,price_usd
DUK US Equity,195804.0,ETF,B7VD3F2,Duke Energy Corp,2025-09-25,USD,UNITED STATES,DUK US Equity,,,348665193.84615386,XNYS,,122.32
DVA US Equity,10906.0,ETF,2898087,DaVita Inc,2025-09-25,USD,UNITED STATES,DVA US Equity,,,114118996.3076923,XNYS,,130.27
DVN US Equity,154131.0,ETF,2480677,Devon Energy Corp,2025-09-25,USD,UNITED STATES,DVN US Equity,,,246502300.6153846,XNYS,,35.76
DXCM US Equity,100277.0,ETF,B0796X4,Dexcom Inc,2025-09-25,USD,UNITED STATES,DXCM US Equity,,,344521792.3076923,XNGS,,68.3
EA US Equity,60350.0,ETF,2310194,Electronic Arts Inc,2025-09-25,USD,UNITED STATES,EA US Equity,,,454664746.15384614,XNGS,,168.32
EAND UH Equity,878655.0,ETF,6322173,Emirates Telecommunications Gr,2025-09-25,AED,UAE,,,,13458125.15625,XADS,,4.9823
EBAY US Equity,115484.0,ETF,2293819,eBay Inc,2025-09-25,USD,UNITED STATES,EBAY US Equity,,,507111000.0,XNGS,,93.11
EBS AV Equity,80907.0,ETF,5289837,Erste Group Bank AG,2025-09-25,EUR,AUSTRIA,EBKDY US Equity,49.46,3195497.86,32174436.164179105,XWBO,0.09931791325554468,97.86133
ECL US Equity,64593.0,ETF,2304227,Ecolab Inc,2025-09-25,USD,UNITED STATES,ECL US Equity,,,343376687.6923077,XNYS,,267.25
ED US Equity,88087.0,ETF,2216850,Consolidated Edison Inc,2025-09-25,USD,UNITED STATES,ED US Equity,,,239474241.53846154,XNYS,,98.35
EDEN FP Equity,66408.0,ETF,B62G1B5,Edenred SE,2025-09-25,EUR,FRANCE,EDNMY US Equity,12.0,201379.16138461538,19752649.358208954,XPAR,0.01019504562312927,23.50539
EDP PL Equity,780339.0,ETF,4103596,EDP SA,2025-09-25,EUR,PORTUGAL,EDPFY US Equity,47.195,496414.5846153846,34104668.95522388,XLIS,0.014555619503802507,4.66256
EDPR PL Equity,78080.0,ETF,B39GNW2,EDP Renovaveis SA,2025-09-25,EUR,SPAIN,EDRVY US Equity,25.12,27092.354210526315,15003354.223880596,XLIS,0.0018057531540116444,13.21157
EEC AB Equity,103284.0,ETF,B12LR51,Etihad Etisalat Co,2025-09-25,SAR,SAUDI ARABIA,,,,18124700.12121212,XSAU,,17.7443
EFN CN Equity,96057.0,ETF,B7FNMQ2,Element Fleet Management Corp,2025-09-25,CAD,CANADA,ELFTY US Equity,,,32667579.84375,XTSE,,25.84673
EFX US Equity,31092.0,ETF,2319146,Equifax Inc,2025-09-25,USD,UNITED STATES,EFX US Equity,,,261532167.69230768,XNYS,,251.77
EG US Equity,10254.0,ETF,2556868,Everest Group Ltd,2025-09-25,USD,BERMUDA,EG US Equity,,,113963726.46153846,XNYS,,345.21
EGIE3 BZ Equity,54547.0,ETF,BD1WX84,Engie Brasil Energia SA,2025-09-25,BRL,BRAZIL,EGIEY US Equity,7.63,76079.84661538461,8558599.447761195,BVMF,0.008889286977355389,7.53457
EIM IN Equity,36793.0,ETF,BMW4CV8,Eicher Motors Ltd,2025-09-25,INR,INDIA,,,,36728074.307692304,XNSE,,78.72223
EIX US Equity,95151.0,ETF,2829515,Edison International,2025-09-25,USD,UNITED STATES,EIX US Equity,,,190292670.76923078,XNYS,,54.05
EL FP Equity,73699.0,ETF,7212477,EssilorLuxottica SA,2025-09-25,EUR,FRANCE,ESLOY US Equity,161.71,7277078.215384616,123796786.86567163,XPAR,0.05878244823333554,310.44859
EL US Equity,58574.0,ETF,2320524,Estee Lauder Cos Inc/The,2025-09-25,USD,UNITED STATES,EL US Equity,,,338897012.3076923,XNYS,,83.99
ELE SM Equity,78212.0,ETF,5271782,Endesa SA,2025-09-25,EUR,SPAIN,ELEZY US Equity,15.75,306918.5627692308,23357782.074626867,XMAD,0.013139884676920196,31.10321
ELET3 BZ Equity,364225.0,ETF,2311120,Centrais Eletricas Brasileiras,2025-09-25,BRL,BRAZIL,EBR US Equity,9.815,12560810.092307692,55226272.08955224,BVMF,0.22744265758043009,9.4299
ELI BB Equity,12952.0,ETF,B09M9F4,Elia Group SA/NV,2025-09-25,EUR,BELGIUM,,,,11283486.507462686,XBRU,,113.90896
ELISA FH Equity,33855.0,ETF,5701513,Elisa Oyj,2025-09-25,EUR,FINLAND,ELMUY US Equity,28.935,7850.47175,11883367.298507463,XHEL,0.0006606268705492263,51.70253
ELM AB Equity,5986.0,ETF,BNYDSH8,Elm Co,2025-09-25,SAR,SAUDI ARABIA,,,,16648041.166666666,XSAU,,237.56832
ELS US Equity,47717.0,ETF,2563125,Equity LifeStyle Properties In,2025-09-25,USD,UNITED STATES,ELS US Equity,,,102400312.3076923,XNYS,,59.98
ELV US Equity,56362.0,ETF,BSPHGL4,Elevance Health Inc,2025-09-25,USD,UNITED STATES,ELV US Equity,,,767449198.4615384,XNYS,,316.7
EMA CN Equity,74979.0,ETF,2650050,Emera Inc,2025-09-25,CAD,CANADA,,,,64010661.71875,XTSE,,46.88576
EMAAR UH Equity,1668362.0,ETF,B01RM25,Emaar Properties PJSC,2025-09-25,AED,UAE,,,,53315888.76923077,XDFM,,3.64824
EMAARDEV UH Equity,249216.0,ETF,BDG1977,Emaar Development PJSC,2025-09-25,AED,UAE,,,,12353622.4,XDFM,,3.72992
EMBR3 BZ Equity,206056.0,ETF,B16FPG6,Embraer SA,2025-09-25,BRL,BRAZIL,ERJ US Equity,61.08,108778320.3076923,91263279.85074627,BVMF,1.1919177185565812,14.9681
EME US Equity,11402.0,ETF,2474164,EMCOR Group Inc,2025-09-25,USD,UNITED STATES,EME US Equity,,,340584856.9230769,XNYS,,625.0
EMIRATES UH Equity,598368.0,ETF,B28PFX8,Emirates NBD Bank PJSC,2025-09-25,AED,UAE,,,,14753806.830769232,XDFM,,6.57501
EMN SJ Equity,41132.0,ETF,BZBWZB5,E Media Holdings Ltd,2025-09-25,ZAr,SOUTH AFRICA,,,,11267.494444444443,XJSE,,0.10947
EMP/A CN Equity,33415.0,ETF,2314000,Empire Co Ltd,2025-09-25,CAD,CANADA,,,,22451701.0625,XTSE,,35.35448
EMR US Equity,141736.0,ETF,2313405,Emerson Electric Co,2025-09-25,USD,UNITED STATES,EMR US Equity,,,428911232.3076923,XNYS,,130.11
EMSN SW Equity,1756.0,ETF,7635610,EMS-Chemie Holding AG,2025-09-25,CHF,SWITZERLAND,EMSCY US Equity,,,10282930.454545455,XSWX,,706.16881
EN FP Equity,56416.0,ETF,4002121,Bouygues SA,2025-09-25,EUR,FRANCE,BOUYY US Equity,8.964,362438.30292307696,29963387.6119403,XPAR,0.01209603892647461,43.42779
ENB CN Equity,549429.0,ETF,2466149,Enbridge Inc,2025-09-25,CAD,CANADA,,,,450713557.65625,XTSE,,49.59099
ENEL IM Equity,2063873.0,ETF,7144569,Enel SpA,2025-09-25,EUR,ITALY,ENLAY US Equity,9.305,3224170.8615384614,173312300.0,MTAA,0.018603243171652916,9.28661
ENELAM CI Equity,7224158.0,ETF,2299453,Enel Americas SA,2025-09-25,CLP,CHILE,,,,4645435.631746032,XSGO,,0.1032
ENELCHIL CI Equity,7801320.0,ETF,BYMLZD6,Enel Chile SA,2025-09-25,CLP,CHILE,ENIC US Equity,3.845,2045050.136923077,5056335.73015873,XSGO,0.4044529964110746,0.07662
ENEV3 BZ Equity,193143.0,ETF,BFWHKM5,Eneva SA,2025-09-25,BRL,BRAZIL,,,,24607909.32835821,BVMF,,3.05911
ENGI FP Equity,437391.0,ETF,B0C2CQ3,Engie SA,2025-09-25,EUR,FRANCE,ENGIY US Equity,21.407,6974449.907692308,84024434.92537314,XPAR,0.08300502007406194,21.19454
ENGI11 BZ Equity,20142.0,ETF,B56XQT8,Energisa S/A,2025-09-25,BRL,BRAZIL,,,,19580948.925373133,BVMF,,9.45797
ENI IM Equity,516181.0,ETF,7145056,Eni SpA,2025-09-25,EUR,ITALY,E US Equity,35.47,8380562.553846153,163731417.87878788,MTAA,0.05118481634386367,17.68857
ENR GR Equity,173775.0,ETF,BMTVQK9,Siemens Energy AG,2025-09-25,EUR,GERMANY,SMNEY US Equity,116.44,12424698.076923076,248425019.70149255,XETR,0.05001387578373785,113.11533
ENT LN Equity,150058.0,ETF,B5VQMV6,Entain PLC,2025-09-25,GBp,BRITAIN,GMVHY US Equity,12.135,69789.9396923077,12383539.136363637,XLON,0.005635702275722864,11.85037
ENTG US Equity,37868.0,ETF,2599700,Entegris Inc,2025-09-25,USD,UNITED STATES,ENTG US Equity,,,239766696.92307693,XNGS,,91.94
ENX FP Equity,16119.0,ETF,BNBNSG0,Euronext NV,2025-09-25,EUR,NETHERLANDS,ERNXY US Equity,29.645,39524.613999999994,31283915.820895523,XPAR,0.0012634164542023299,149.97235
EOAN GR Equity,557178.0,ETF,4942904,E.ON SE,2025-09-25,EUR,GERMANY,EONGY US Equity,18.99,2959556.5076923077,73867675.37313433,XETR,0.040065651081375414,18.60357
EOG US Equity,136040.0,ETF,2318024,EOG Resources Inc,2025-09-25,USD,UNITED STATES,EOG US Equity,,,345546398.46153843,XNYS,,117.3
EP060909     Pfd,301352.0,ETF,BPCNFX9,TVSLIN 6 09/01/26,2025-09-25,INR,INDIA,,,,,,,
EPIA SS Equity,204346.0,ETF,BMD58R8,Epiroc AB,2025-09-25,SEK,SWEDEN,EPOAY US Equity,20.83,1108245.4953846156,22779230.41791045,XSTO,0.048651577557828465,20.76988
EPIB SS Equity,38703.0,ETF,BMD58W3,Epiroc AB,2025-09-25,SEK,SWEDEN,EPOBY US Equity,,4639.4,4579459.16119403,XSTO,0.0010130890650393617,18.53849
EQH US Equity,81535.0,ETF,BKRMR96,Equitable Holdings Inc,2025-09-25,USD,UNITED STATES,EQH US Equity,,,150857425.84615386,XNYS,,51.94
EQIX US Equity,24677.0,ETF,BVLZX12,Equinix Inc,2025-09-25,USD,UNITED STATES,EQIX US Equity,,,472003061.53846157,XNGS,,782.88
EQNR NO Equity,181737.0,ETF,7133608,Equinor ASA,2025-09-25,NOK,NORWAY,EQNR US Equity,24.85,94042302.15384616,61692555.67164179,XOSL,1.524370341445825,25.50969
EQR US Equity,86026.0,ETF,2319157,Equity Residential,2025-09-25,USD,UNITED STATES,EQR US Equity,,,140051781.69230768,XNYS,,63.74
EQT SS Equity,90420.0,ETF,BJ7W9K4,EQT AB,2025-09-25,SEK,SWEDEN,,,,39166273.88059702,XSTO,,33.51311
EQT US Equity,151862.0,ETF,2319414,EQT Corp,2025-09-25,USD,UNITED STATES,EQT US Equity,,,449037563.0769231,XNYS,,53.93
EQTL3 BZ Equity,347810.0,ETF,B128R96,Equatorial Energia SA,2025-09-25,BRL,BRAZIL,EQUEY US Equity,7.08,17308.36155555556,40819844.7761194,BVMF,0.0004240183089986018,6.85352
EREGL TI Equity,897332.0,ETF,B03MS97,Eregli Demir ve Celik Fabrikal,2025-09-25,TRY,TURKEY,ERELY US Equity,,144.53666666666666,123117107.87878788,XIST,1.1739771113610541e-06,0.78212
ERF FP Equity,30302.0,ETF,BNDPYV1,Eurofins Scientific SE,2025-09-25,EUR,LUXEMBOURG,,,,18926521.67164179,XPAR,,71.21644
ERICB SS Equity,707490.0,ETF,5959378,Telefonaktiebolaget LM Ericsso,2025-09-25,SEK,SWEDEN,ERIC US Equity,8.065,111095053.53846154,43250504.32835821,XSTO,2.5686418057700995,8.18316
ERIE US Equity,6478.0,ETF,2311711,Erie Indemnity Co,2025-09-25,USD,UNITED STATES,ERIE US Equity,,,49421138.307692304,XNGS,,312.95
ES US Equity,93940.0,ETF,BVVN4Q8,Eversource Energy,2025-09-25,USD,UNITED STATES,ES US Equity,,,168903851.53846154,XNYS,,68.5
ESLT IT Equity,6873.0,ETF,6308913,Elbit Systems Ltd,2025-09-25,ILs,ISRAEL,,,,36486706.65079365,XTAE,,488.99952
ESS US Equity,17274.0,ETF,2316619,Essex Property Trust Inc,2025-09-25,USD,UNITED STATES,ESS US Equity,,,132162628.76923077,XNYS,,263.66
ESSITYB SS Equity,144452.0,ETF,BF1K7P7,Essity AB,2025-09-25,SEK,SWEDEN,,,,32880621.641791046,XSTO,,25.51819
ETE GA Equity,174255.0,ETF,BG087C6,National Bank of Greece SA,2025-09-25,EUR,GREECE,NBGRY US Equity,13.79,45204.10692307692,36113109.84848485,XATH,0.001251736754678121,14.18026
ETERNAL IN Equity,660699.0,ETF,BL6P210,Eternal Ltd,2025-09-25,INR,INDIA,,,,168271495.07692307,XNSE,,3.74398
ETN US Equity,98168.0,ETF,B8KQN82,Eaton Corp PLC,2025-09-25,USD,IRELAND,ETN US Equity,,,848817521.5384616,XNYS,,364.74
ETR US Equity,110385.0,ETF,2317087,Entergy Corp,2025-09-25,USD,UNITED STATES,ETR US Equity,,,225918438.46153846,XNYS,,90.33
EUROB GA Equity,733696.0,ETF,BYZ43T4,Eurobank Ergasias Services and,2025-09-25,EUR,GREECE,EGFEY US Equity,1.93,585428.994,34521333.18181818,XATH,0.01695847002537943,3.83976
EVD GR Equity,14442.0,ETF,5881857,CTS Eventim AG & Co KGaA,2025-09-25,EUR,GERMANY,CEVMY US Equity,23.48,6441.064897959183,19286220.37313433,XETR,0.00033397237889760793,96.28575
EVK GR Equity,54246.0,ETF,B5ZQ9D3,Evonik Industries AG,2025-09-25,EUR,GERMANY,EVKIY US Equity,8.49,51385.760923076916,21384494.835820895,XETR,0.0024029448120046907,17.31976
EVN AU Equity,503138.0,ETF,B3X0F91,Evolution Mining Ltd,2025-09-25,AUD,AUSTRALIA,EVMNY US Equity,59.98,5609.887692307693,57215694.62686567,XASX,9.804805707407364e-05,6.71966
EVO SS Equity,36404.0,ETF,BJXSCH4,Evolution AB,2025-09-25,SEK,SWEDEN,EVVTY US Equity,85.366,5522614.621538461,48627418.50746269,XSTO,0.11356997329995883,85.89255
EVRG US Equity,58824.0,ETF,BFMXGR0,Evergy Inc,2025-09-25,USD,UNITED STATES,EVRG US Equity,,,162962059.23076922,XNGS,,73.51
EW US Equity,149366.0,ETF,2567116,Edwards Lifesciences Corp,2025-09-25,USD,UNITED STATES,EW US Equity,,,341286984.61538464,XNYS,,75.27
EXC US Equity,251308.0,ETF,2670519,Exelon Corp,2025-09-25,USD,UNITED STATES,EXC US Equity,,,247192755.3846154,XNGS,,43.78
EXE US Equity,58100.0,ETF,BMZ5LZ5,Expand Energy Corp,2025-09-25,USD,UNITED STATES,EXE US Equity,,,350340972.3076923,XNGS,,104.38
EXO NA Equity,19887.0,ETF,BMJ1825,EXOR NV,2025-09-25,EUR,NETHERLANDS,,,,16126781.432835821,XAMS,,95.46878
EXPD US Equity,35421.0,ETF,2325507,Expeditors International of Wa,2025-09-25,USD,UNITED STATES,EXPD US Equity,,,144799005.3846154,XNYS,,121.23
EXPE US Equity,32109.0,ETF,B748CK2,Expedia Group Inc,2025-09-25,USD,UNITED STATES,EXPE US Equity,,,338940030.7692308,XNGS,,215.19
EXPN LN Equity,233663.0,ETF,B19NLV4,Experian PLC,2025-09-25,GBp,IRELAND,EXPGY US Equity,49.84,4354021.8,52076893.333333336,XLON,0.08360755646714205,48.7407
EXR US Equity,53586.0,ETF,B02HWR9,Extra Space Storage Inc,2025-09-25,USD,UNITED STATES,EXR US Equity,,,168206445.23076922,XNYS,,137.71
F US Equity,979979.0,ETF,2615468,Ford Motor Co,2025-09-25,USD,UNITED STATES,F US Equity,,,744356463.0769231,XNYS,,11.62
FAB UH Equity,1143515.0,ETF,6624471,First Abu Dhabi Bank PJSC,2025-09-25,AED,UAE,,,,19983656.06153846,XADS,,4.21998
FALAB CI Equity,170213.0,ETF,2771672,Falabella SA,2025-09-25,CLP,CHILE,,,,14992692.26984127,XSGO,,6.0993
FANG US Equity,47732.0,ETF,B7Y8YR3,Diamondback Energy Inc,2025-09-25,USD,UNITED STATES,FANG US Equity,,,281772056.9230769,XNGS,,145.79
FAST US Equity,290354.0,ETF,2332262,Fastenal Co,2025-09-25,USD,UNITED STATES,FAST US Equity,,,292904984.61538464,XNGS,,47.85
FBK IM Equity,130160.0,ETF,BNGN9Z1,FinecoBank Banca Fineco SpA,2025-09-25,EUR,ITALY,FNBKY US Equity,42.8393,4321.203157894738,30429898.484848484,MTAA,0.0001420051782310852,21.26456
FCNCA US Equity,2587.0,ETF,2355582,First Citizens BancShares Inc/,2025-09-25,USD,UNITED STATES,FCNCA US Equity,,,253038060.30769232,XNGS,,1864.3
FCX US Equity,356357.0,ETF,2352118,Freeport-McMoRan Inc,2025-09-25,USD,UNITED STATES,FCX US Equity,,,732365086.1538461,XNYS,,35.34
FDJU FP Equity,24748.0,ETF,BG0SC10,FDJ UNITED,2025-09-25,EUR,FRANCE,,,,12697952.80597015,XPAR,,33.07561
FDS US Equity,9670.0,ETF,2329770,FactSet Research Systems Inc,2025-09-25,USD,UNITED STATES,FDS US Equity,,,182550246.92307693,XNYS,,283.86
FDX US Equity,57954.0,ETF,2142784,FedEx Corp,2025-09-25,USD,UNITED STATES,FDX US Equity,,,520441961.53846157,XNYS,,236.42
FE US Equity,137180.0,ETF,2100920,FirstEnergy Corp,2025-09-25,USD,UNITED STATES,FE US Equity,,,160191252.30769232,XNYS,,44.24
FEMSAUBD MM Equity,479100.0,ETF,2242059,Fomento Economico Mexicano SAB,2025-09-25,MXN,MEXICO,FMX US Equity,99.78,83613673.23076923,38021454.86363637,XMEX,2.1991181960461264,9.72196
FER SM Equity,128861.0,ETF,BRS7CF0,Ferrovial SE,2025-09-25,EUR,NETHERLANDS,,,,34939302.8358209,XMAD,,56.0208
FERG US Equity,49236.0,ETF,BS6VHW3,Ferguson Enterprises Inc,2025-09-25,USD,UNITED STATES,FERG US Equity,,,365535852.3076923,XNYS,,225.37
FFH CN Equity,5246.0,ETF,2566351,Fairfax Financial Holdings Ltd,2025-09-25,CAD,CANADA,,,,128133220.625,XTSE,,1721.21127
FFIV US Equity,15283.0,ETF,2427599,F5 Inc,2025-09-25,USD,UNITED STATES,FFIV US Equity,,,151885412.6153846,XNGS,,324.0
FGR FP Equity,21892.0,ETF,B13X013,Eiffage SA,2025-09-25,EUR,FRANCE,EFGSY US Equity,24.95,49102.40215384615,27037298.358208954,XPAR,0.0018160986909011151,124.82134
FI US Equity,139879.0,ETF,2342034,Fiserv Inc,2025-09-25,USD,UNITED STATES,FI US Equity,,,718634950.7692307,XNYS,,128.66
FIBRAPL MM Equity,261150.0,ETF,BN56JP1,Prologis Property Mexico SA de,2025-09-25,MXN,MEXICO,,,,5349338.590909091,XMEX,,3.86461
FICO US Equity,6179.0,ETF,2330299,Fair Isaac Corp,2025-09-25,USD,UNITED STATES,FICO US Equity,,,520047300.0,XNYS,,1548.36
FIS US Equity,131556.0,ETF,2769796,Fidelity National Information,2025-09-25,USD,UNITED STATES,FIS US Equity,,,262084569.23076922,XNYS,,63.79
FITB US Equity,166217.0,ETF,2336747,Fifth Third Bancorp,2025-09-25,USD,UNITED STATES,FITB US Equity,,,213916666.15384614,XNGS,,45.28
FIVE LI Equity,24002.0,ETF,B07T3T9,X5 Retail Group NV,2025-09-25,USD,RUSSIA,,,,,,,
FLUT US Equity,44534.0,ETF,BWZMZF4,Flutter Entertainment PLC,2025-09-25,USD,UNITED STATES,FLUT US Equity,,,638599903.0769231,XNYS,,279.02
FM CN Equity,172511.0,ETF,2347608,First Quantum Minerals Ltd,2025-09-25,CAD,CANADA,,,,63176091.5625,XTSE,,20.61567
FME GR Equity,52903.0,ETF,5129074,Fresenius Medical Care AG,2025-09-25,EUR,GERMANY,FMS US Equity,25.75,8022532.523076923,27149678.507462688,XETR,0.29549272640085783,50.1853
FMG AU Equity,431561.0,ETF,6086253,Fortescue Ltd,2025-09-25,AUD,AUSTRALIA,FSUGY US Equity,24.71,1320757.5276923077,105972900.0,XASX,0.012463163013301587,12.5233
FNF US Equity,69607.0,ETF,BNBRDD4,Fidelity National Financial In,2025-09-25,USD,UNITED STATES,FNF US Equity,,,99241051.53846154,XNYS,,59.14
FNV CN Equity,47492.0,ETF,B29NF31,Franco-Nevada Corp,2025-09-25,CAD,CANADA,,,,97320837.96875,XTSE,,214.12888
FORTUM FH Equity,111511.0,ETF,5579550,Fortum Oyj,2025-09-25,EUR,FINLAND,FOJCY US Equity,3.695,28762.182000000004,18978601.179104477,XHEL,0.001515505896802726,18.05504
FOX US Equity,35454.0,ETF,BJJMGY5,Fox Corp,2025-09-25,USD,UNITED STATES,FOX US Equity,,,79743608.15384616,XNGS,,54.46
FOXA US Equity,55162.0,ETF,BJJMGL2,Fox Corp,2025-09-25,USD,UNITED STATES,FOXA US Equity,,,207080016.92307693,XNGS,,60.23
FPH NZ Equity,156691.0,ETF,6340250,Fisher & Paykel Healthcare Cor,2025-09-25,NZD,NEW ZEALAND,,,,8948082.597014925,XNZE,,20.93719
FRE GR Equity,103423.0,ETF,4352097,Fresenius SE & Co KGaA,2025-09-25,EUR,GERMANY,FSNUY US Equity,13.7,435018.9338461539,36050547.014925376,XETR,0.012066916312422406,53.59323
FRES LN Equity,49281.0,ETF,B2QPKJ1,Fresnillo PLC,2025-09-25,GBp,MEXICO,,,,35209944.54545455,XLON,,30.30621
FROTO TI Equity,141790.0,ETF,B03MSR5,Ford Otomotiv Sanayi AS,2025-09-25,TRY,TURKEY,FOVSY US Equity,12.69,1575.0696666666665,34333992.878787875,XIST,4.58749342736589e-05,2.4857
FSLR US Equity,25301.0,ETF,B1HMF22,First Solar Inc,2025-09-25,USD,UNITED STATES,FSLR US Equity,,,590751453.8461539,XNGS,,223.05
FSR SJ Equity,1237333.0,ETF,6606996,FirstRand Ltd,2025-09-25,ZAr,SOUTH AFRICA,FANDY US Equity,44.55,11637.624444444446,59773398.333333336,XJSE,0.00019469571362742125,4.51336
FSV CN Equity,8199.0,ETF,BJMKSJ5,FirstService Corp,2025-09-25,CAD,CANADA,,,,27276445.125,XTSE,,191.23852
FTNT US Equity,163845.0,ETF,B5B2106,Fortinet Inc,2025-09-25,USD,UNITED STATES,FTNT US Equity,,,604948593.8461539,XNGS,,83.21
FTS CN Equity,122943.0,ETF,2347200,Fortis Inc/Canada,2025-09-25,CAD,CANADA,,,,106324407.1875,XTSE,,49.51923
FTV US Equity,84688.0,ETF,BYT3MK1,Fortive Corp,2025-09-25,USD,UNITED STATES,FTV US Equity,,,213893587.69230768,XNYS,,47.67
FUNO11 MM Equity,674500.0,ETF,B671GT8,Fibra Uno Administracion SA de,2025-09-25,MXN,MEXICO,,,,7245576.318181818,XMEX,,1.52058
FUTU US Equity,16186.0,ETF,BGK4T39,Futu Holdings Ltd,2025-09-25,USD,HONG KONG,FUTU US Equity,,,404354232.15384614,XNMS,,179.14
FWONK US Equity,50076.0,ETF,BPLYVN5,Liberty Media Corp-Liberty For,2025-09-25,USD,UNITED STATES,FWONK US Equity,,,101504561.6923077,XNGS,,103.96
G IM Equity,226124.0,ETF,4056719,Generali,2025-09-25,EUR,ITALY,ARZGY US Equity,19.62,509908.9415384616,90400321.51515152,MTAA,0.005640565575344756,38.04746
G1A GR Equity,46955.0,ETF,4557104,GEA Group AG,2025-09-25,EUR,GERMANY,,,,27028180.656716418,XETR,,72.94375
G24 GR Equity,21925.0,ETF,BYT9340,Scout24 SE,2025-09-25,EUR,GERMANY,SCCTY US Equity,64.15,11017.793157894737,24359610.32835821,XETR,0.0004522975946404359,120.56143
GAIL IN Equity,617490.0,ETF,6133405,GAIL India Ltd,2025-09-25,INR,INDIA,,,,21609678.46153846,XNSE,,1.96546
GALD SW Equity,32503.0,ETF,BRC2T72,Galderma Group AG,2025-09-25,CHF,SWITZERLAND,GALDY US Equity,33.97,566116.6283076924,102977250.75757575,XSWX,0.005497492156208537,168.95604
GALP PL Equity,119975.0,ETF,B1FW751,Galp Energia SGPS SA,2025-09-25,EUR,PORTUGAL,GLPEY US Equity,9.677,292789.8307692308,23941076.686567165,XLIS,0.012229601642498769,19.36219
GAM MK Equity,975800.0,ETF,6359881,Gamuda Bhd,2025-09-25,MYR,MALAYSIA,,,,22898235.16129032,XKLS,,1.34663
GAPB MM Equity,94450.0,ETF,B0ZV104,Grupo Aeroportuario del Pacifi,2025-09-25,MXN,MEXICO,PAC US Equity,248.2575,18691613.676923078,18636437.077272724,XMEX,1.0029606839237335,24.84483
GBLB BB Equity,21426.0,ETF,7097328,Groupe Bruxelles Lambert NV,2025-09-25,EUR,BELGIUM,GBLBY US Equity,8.57,6092.608305084746,7288895.552238806,XBRU,0.0008358753752773124,87.06566
GCARSOA1 MM Equity,182000.0,ETF,2393452,Grupo Carso SAB de CV,2025-09-25,MXN,MEXICO,,,,2238712.321212121,XMEX,,7.1405
GCPL IN Equity,95770.0,ETF,B1BDGY0,Godrej Consumer Products Ltd,2025-09-25,INR,INDIA,,,,19810713.953846153,XNSE,,13.40058
GD US Equity,57332.0,ETF,2365161,General Dynamics Corp,2025-09-25,USD,UNITED STATES,GD US Equity,,,354108964.61538464,XNYS,,324.43
GDDY US Equity,35434.0,ETF,BWFRFC6,GoDaddy Inc,2025-09-25,USD,UNITED STATES,GDDY US Equity,,,269093258.46153843,XNYS,,141.19
GE US Equity,268786.0,ETF,BL59CR9,General Electric Co,2025-09-25,USD,UNITED STATES,GE US Equity,,,1478115144.6153846,XNYS,,297.18
GEBN SW Equity,8919.0,ETF,B1WGG93,Geberit AG,2025-09-25,CHF,SWITZERLAND,GBERY US Equity,73.766,537093.8461538461,41434517.72727273,XSWX,0.01296247369618409,726.02395
GEHC US Equity,112317.0,ETF,BL6JPG8,GE HealthCare Technologies Inc,2025-09-25,USD,UNITED STATES,GEHC US Equity,,,275091384.61538464,XNGS,,71.5
GEN US Equity,144194.0,ETF,BJN4XN5,Gen Digital Inc,2025-09-25,USD,UNITED STATES,GEN US Equity,,,111562046.92307693,XNGS,,28.495
GENS SP Equity,2024200.0,ETF,BDRTVP2,Genting Singapore Ltd,2025-09-25,SGD,SINGAPORE,GIGNY US Equity,29.3,1940.1634615384612,22359340.28358209,XSES,8.677194572520885e-05,0.5796
GET FP Equity,90039.0,ETF,B292JQ9,Getlink SE,2025-09-25,EUR,FRANCE,GRPTY US Equity,,118.63666666666667,9226859.462686567,XPAR,1.2857751561778255e-05,17.92666
GEV US Equity,68988.0,ETF,BP6H4Y1,GE Vernova Inc,2025-09-25,USD,UNITED STATES,GEV US Equity,,,1728473972.3076923,XNYS,,607.52
GFC FP Equity,12822.0,ETF,7742468,Gecina SA,2025-09-25,EUR,FRANCE,,,,12837829.447761195,XPAR,,97.10272
GFI SJ Equity,234589.0,ETF,6280215,Gold Fields Ltd,2025-09-25,ZAr,SOUTH AFRICA,GFI US Equity,41.545,99445692.3076923,68921180.3030303,XJSE,1.442890151771239,39.41381
GFINBURO MM Equity,566000.0,ETF,2822398,Grupo Financiero Inbursa SAB d,2025-09-25,MXN,MEXICO,,,,4307921.98030303,XMEX,,2.80481
GFL CN Equity,61018.0,ETF,BKDT649,GFL Environmental Inc,2025-09-25,CAD,CANADA,,,,35009351.109375,XTSE,,46.6992
GFNORTEO MM Equity,673800.0,ETF,2421041,Grupo Financiero Banorte SAB d,2025-09-25,MXN,MEXICO,GBOOY US Equity,49.69,784699.4599999998,63082163.36363637,XMEX,0.012439323862065562,9.49645
GGBR4 BZ Equity,365868.0,ETF,2645517,Gerdau SA,2025-09-25,BRL,BRAZIL,GGB US Equity,3.155,35757072.615384616,27135764.492537312,BVMF,1.317710161628882,3.12085
GGG US Equity,42771.0,ETF,2380443,Graco Inc,2025-09-25,USD,UNITED STATES,GGG US Equity,,,61756697.07692308,XNYS,,84.04
GIB/A CN Equity,52341.0,ETF,BJ2L575,CGI Inc,2025-09-25,CAD,CANADA,,,,76237344.375,XTSE,,88.39696
